,REVIEW_COMMENT_MESSAGE,SENTIMENT
19145,produto bom m modo bra poderia melhor vem el stico curto ...,1
19146,nao testei produto ainda q parece td normal chegou antes prazo estrimado bom,1
19147,excelente vendedor prazo correto produto qualidade recomendo,1
19148,produto tima qualidade entrega super r pida,1
19149,produto i loja super maravilhosos entregue antes prazo super indico,1
19150,toalhas comprei cores escuras duas entanto veio cor clara .o n queria,0
19151,pedi produto 1 vez veio cor divergente efetuada voucher troca refiz compra surpresa veio errado novamente n compro n recomendo mto relaxo,0
19152,acho deveria emitir nf acordo loja fornecedora toda vez compramos site lannister vem fornecedor nf veio outro fornecedor informar fornecedor ira faturar anf,1
19153,r pido entrega antes prazo recomendo,1
19154,somente 1 produtos entregue corda n recebi palmar,1
19155,recomendo produto loja rel gio veio solto fez ter certeza n original apesar disso perfeito lindo,1
19156,produto bom entrega demorada pensarei vezes antes comprar existe mercado livre valor frete produto chega menos 7 dias,1
19157,nao recomendo pois faltou entrega pelicula,0
19158,bom ... contrario capa ainda n recebi,1
19159,produto tima qualidade bonito m chip code veio errado configura corolla trocar pagar outro code contr rio n configura carro,1
19160,extremamente satisfeita recebi pedido duas semanas antes prazo previsto,1
19161,esperei semanas produto chegar prazo entrega acabou recebi email dizendo problema entrega,0
19162,apesar frete n gr tis entrega demorada demorou 16 dias entregue pedido veio correto problemas aparentes,1
19163,poderia 5 estrelas fato vidro piano rachado n vou poder dar 5 estrelas,1
19164,aparentemente produto bom porem ainda n utilizei,1
19165,j fiz v rias compras lannister.com nunca problemas dessa vez n recebi produtos recebi e.mail informando p/ retirado ag ncia correios pois compro,0
19166,solicitei cancelamento compra ap s comprar nota fainda n sido emitida retornaram dia seguinte dizendo n poss vel cancelar pois produto j sido despachado,0
19167,recebi dentro prazo s problema rodas frente carrinho n encaixa n segura cai levanta carrinho,1
19168,fone n vers original samsung qualidade p ssima,0
19169,est parab ns ... adorei produto entregue prazo ... super recomendo ...,1
19170,chegou bem antes prazo material boa qualidade,1
19171,boa tarde sempre gostei comprar portal lannister ultimamente tido problemas entrega area risco .por pe reveja p gina op retirada loja,1
19172,entregaram produto r pido nenhum defeito,1
19173,entrega feita prazo qualidade produto regular comparada pre est bom fica bonito quanto loja tudo ok,1
19174,terceirizado falou n produto estoque compra cancelada ainda n recebi estorno valor cart cr dito,0
19175,excelente vale pena investir produto alta qualidade entrega super r pida recomendo,1
19176,venderam produto n estoque p ssima compra,0
19177,entregaram bem antes prazo super recomendo,1
19178,n posso opinar pois ainda n entregaram produto sendo cart j chegou j at utilizei outras lojas inclusive j paguei fatura,0
19179,adorei lindas boa qualidade iguais foto,1
19180,produto anunciado nao exatamente recebi .... anunciado esfigmomanometro viria escrita tycos ... nao veio ....,1
19181,recebi apenas 1 kit quadros aguardando outro kit,0
19182,produto bom n t bem acabado quanto foto,1
19183,at momento s problema marca eletrolux,1
19184,recebi antes prazo tudo bom ..,1
19185,excelente produto chegou antes prazo satisfaz necessidade super recomendo,1
19186,recebi produto defeito nunca ligou aparelho olhe voltagem 220v,0
19187,comprei chegou outro produto cor diferente qualidade bem inferior s transtorno nessa compra,0
19188,cancelei compra dia site aparece produto entregue sendo n recebi nada assim cobrado cart o. quero cancelamento imediatamente,0
19189,entregaram bem antes prazo at surpreendi rapidez,1
19190,gosto fazer compras nesta loja produto boa qualidade entrega r pida,1
19191,cancelei pedido faz semana ainda n reembolsado,0
19192,produto tima qualidade veio pelicula brinde otima qualidade tb .... m pelicula veio metade largura cel entao n poderei usar,1
19193,compra f cil apenas pequena demora entrega,1
19194,chegou certo antes prazo previsto obrigada,1
19195,produto chegou antes prazo perfeito estado,1
19196,entrega antes prazo produto qualidade adorei,1
19197,comprei colar duplo pingente igual foto app stark colar totalmente diferente veio cor dourada queria prata colar igual foto,0
19198,produto entregue perfeito estado pequeno atraso entrega creio devido fim ano coleirinhas s lindas resistentes recomendo,1
19199,considero valor frete prazo entrega pouco altos gostaria cobrassem frete barato entregassem r pido cumpriram prazo prometido entregaram produtos corretos,1
19200,chaveiro legal varios detalhes bem forte adorei,1
19201,chegou antes previsto pinc is viram prometido achei bem macios amei,1
19202,descri produto n clara imaginei viessem juntos protetores individuais card pios veio apenas caixa solicito devolu valor,0
19203,comprei adaptador m fraquinho n serviu mini compressor achei deveria vir especifica o. voltarei comprar loja perguntando antes sobre produto vendedo,1
19204,boa tarde apesar marcar sim achei estranho envelope rasgado parecendo violado s vou ter certeza produto usar,1
19205,aparelho som hora chamada baixo desbloquear pouco confuso resto bom,1
19206,f cil pre razo vel recomenda es boas,1
19207,n recomendo entrega dia 19/01 at momento nada ainda resposta,0
19208,n gostei material cortina blackout parece pl stico tudo bem agora ja est tudo correto entrega prazo certinho,1
19209,discri produto voc s poderiam ter dito pl stico h tecidos imperme veis tamb m achei tecido n pl stico,1
19210,loja confian super satisfeita.recebe todas figurinhas album.meu neto feliz vida obrigada,1
19211,antes produto chegar medo original pre conta rel gio 100 original bonito recomendo,1
19212,prazo entrega longa 18dias ainda assim n entregam produto prazo somente ap s expirar prazo contato stark dizendo n haveria entrega jura nunca,0
19213,s ficou deseja fato pagar frete ter ir pega correios,0
19214,esperava `` jogo mini bilhar sinuca snooker madeira '' entrgue `` mini mesa pebolim jogo futebol completo j entregue pedido 2 loja tip,0
19215,comprei duas camas entregue apenas entrei contato ha dois dias ainda nao deram qualquer satisfa golpe,0
19216,produto atende necessidade m conserva ddeixa desejar,1
19217,recebi produto dentro prazo produto excelente recomendo todos pr tico atende bem necessidades uso dom stico,1
19218,surpreendeu porque recebi produto antecipa dez dias prazo dado entrega s agradecer toda equipe obrigado deus aben oe,1
19219,entrega r pida antes prazo previsto produto correto parece boa qualidade procuramos hoje falta tempo cuidar coisas casa pretendo comprar colchas,1
19220,demorada at agora n recebi produto,0
19221,produtos firenze cosm ticos s excelentes,1
19222,n deu dois dias pelicula solto qualidade ruim,0
19223,n recebi pedido tempo estimado n informada porque atraso,0
19224,s n gostei fragr ncias bem enjoativas doces,0
19225,recebi produto dentro prazo entrega excelente qualidade recomendo certeza,1
19226,achei loja conceituada rapido entrega achei nque muita burocracia demora demais,0
19227,entregue antes prazo produto tima qualidade recomendo,1
19228,gostei relogio pouco menor esperava leve ainda sim otima compra,1
19229,praticante patins inline vertical sempre f marca produto robusto acabamento excelente design moderno bonito ps recebi totalmente configurado pronto uso .. obriga,1
19230,chegou antes prazo produto bem acabado adorei tamanho pois achei menor fiquei super satisfeita compra,1
19231,lannister entregou super rapido tablet qbex s funcionou 24 hs vou ter pedir devolu,1
19232,compromisso cliente qualidade produto resumem compra,1
19233,produto chegou bem antes prazo excelente qualidade,1
19234,chegou antes prazo conforme pedido bom super indico,1
19235,comprei bicicleta entregue dentro prazo conforme combinado,1
19236,disponibilizam produto site stark m indispon vel loja conclu compra sinal aprovada informaram n poss vel enviar produto,0
19237,produto nao entregue ja passaram 3 dias uteis prazo entrega nao possuo informacoes maiores loja,0
19238,s esqueceram colocar recebeu produto bom estado pois comprei 5 pendentes veio caixa papel fraca quase nada prote dois vieram amassados .... ai vc vai reclamar,0
19239,entrega veio faltando mercadoria s recebi metade pedido,0
19240,chegou antes prazo estipulado tudo correto loja confi vel,1
19241,produto bom entrega rapida veio 1 cabide quebrado,1
19242,faltou almofada cocozinho nota consta produto produto n entregue,0
19243,recebi produto antes prazo previsto m preciso fazer devolu porque n acordo esperava,1
19244,primeira vez fiz compra internet p ssima esperiencia.agora quero saber vou ficar preju zo n recebi produto quero dinheiro volta,0
19245,preciso devolver produto pois compra havia sido cancelada acredito sido problema sistema aguardando resposta devolver pegar dinheiro volta,1
19246,recebi produto bem antes data prevista chegou certo dia 29 -07- 2017 ok,1
19247,quadro comprei junto rel gio n chegou rel gio entregue quadro aguardo,1
19248,aguardando pedido data entrega ate 20/04/2017 hoje 22/04/2017 ainda recebi continuo agurando pe lannister tomes devidas providencias att bian,1
19249,timo produto tima loja comprar site honest ssima,1
19250,fiz compra passou 30 dias loja informar n mercadoria,0
19251,entregou dentro prazo tamanho dedos ficou restrito material poderia maior qualidade parte punho poderia tamb m longo,1
19252,embora produto entregue dentro prazo demorou entregue,1
19253,prazo 21 dias teis entrega entregaram menos 10 dias uteis referente qualidade nada reclamar veio tudo bem embalado atendendo expectativas,1
19254,produto est atraso pra ter sido entregue dia 10/03,0
19255,lumin ria bonita possui boa veda contra chuva insetos agora s falta instalar rea torn -la bonita gra adere,1
19256,sempre entrega dentro prazo alias bem antes prazo.recomendo,1
19257,entregada r pida n gostei produto tecido ruim,1
19258,amei produto veio exatamente descri melhor prazo entrega correntinho antes at data ameiii super recomendo,1
19259,n l dvds cds tentei fazer troca site travava exato momento finaliza reclama fim cansei perdi dinheiro,0
19260,chegou bem r pido bom tecido acabamento,1
19261,recebi pedido corretamente menos prazo previsto barato fornecedor produto recomendo,1
19262,produto chega antes prazo tudo certinho,1
19263,ducha comprei modelo desviador flex vel ducha entregue veio desviador flexivel devo proceder,0
19264,entregas compras feitas juntas deveriam acontecer juntas,1
19265,comprei tapete carro solicitei modelo polo sedan 2013 veio tapete universal n encaixou corretamente,1
19266,bom produto 2 pontos encaixar l mina base fechamento onde tr s seguran travar peso ideal ter melhor precis acabamento pezinho,1
19267,n sabia quadrinhos emoldurar deveria informa es produto,1
19268,comprei carteira chegou at antes prazo m menos m s uso acabamento carteira soltou todo,0
19269,fa troxar produto n modelo certo veio,1
19270,recebi aparelho playstation 2 n veio controle original veio paralelo aparelho apresenta defeito primeira liga desligado n liga novamente s muitos tempo liga,0
19271,tudo certo compra produto perfeito entrega sempre antes prazo nota 10,1
19272,comprei 2 cortinas s entregue cortina,0
19273,produto n chegou ainda destino ainda n recebi n posso avaliar,0
19274,ola comprei 3 pe iguais 59.90 apenas entregue outros 2 produtos ainda nao entregue preciso informa sobre issu urgente pois sendo cobrado 3 produtos,1
19275,produto veio errado procedimento voc s realizarem troca envio correto,0
19276,n vou confirmar entrega onde dois produtos comprado so chegou so codigo compra rastreamento diz entregue duas mercadorias complicado,0
19277,produto consta pedido nota fiscal n entregue mim pedido nf s capa case carteira preta m entregue pel cula capa gel transparente quero troca,0
19278,ponto negativo venda produto n possui estoque frustra consumidor,0
19279,tapete foto an ncio cor preta entregue cor chocolate claro q tabaco vi revi foto monitores configura es diferentes todas cor tapete preta,0
19280,fiz compra mesma 2 cortinas recebi n consigo entrar contato pra resolver problema ainda aguardo retorno pra solucionar problema sabe n,0
19281,timo chegou super r pido produto jeitinho esperava bom recomendo,1
19282,mandei email pra targaryen resposta obtive nao recebi produto p ssimo vendedor quero cancelamento compra,0
19283,boa noite quero voc s entrem contato comigo.chegou cadeira dia ontem chegou outra .deve ter algum erro,1
19284,controle remoto n funciona direito utiliza-se vez n funciona,1
19285,duvida acho havia pedido bolsa preta enviaram duas bolsinhas coloridas pedido veio certo,1
19286,servi gil f cil navegar site entrega antes prazo indicado,1
19287,comprei paguei 2 produtos somente recebi 1,0
19288,so posso agradecer entrega vou comprar produtos,1
19289,produto entregue antes prazo satisfeita empresa,1
19290,ja problema maquina nespresso comprei disseram parceiro vcs nao agora conjunto lencol nao recebi ainda muitos produtos comprei,0
19291,lentes contato s positivas hipermetropia negativas miopia hipermetropia preciso lentes positivas entregues lentes negativas ningu m atende resolver,0
19292,obrigado base loja produto bom fiquei satisfeito primeira compra loja ..,1
19293,produto entregue n durou semana apresentou defeito ......,0
19294,timo produto realizei compra receio m resultado timo valeu pena,1
19295,produto entregue dentro prazo previsto ... super indico,1
19296,boa loja seguro poblema tudo frete,1
19297,parab ns recebi produto certo dentro prazo continue assim pretendo adquirir outros produtos voc s,1
19298,produto bonito bem acabado pintura linda conforme descreve anuncio entrega dentro prazo bem embaladas nf,1
19299,encomenda chegou bem antes prazo certeza comprarei denovo,1
19300,produto qualidade chegou antes prazo previsto gostei,1
19301,produtos bem embalados corretos entrega dentro prazo,1
19302,baratheon produtos lindos tima qualidade parab ns sempre,1
19303,produto chego antes prazo entrega revomendo,1
19304,sempre comprei lannister otima loja otimos pre parab ns,1
19305,produto bom chegou antes prazo super recomendo atendeu expectativas,1
19306,entrega prazo combinado m pedi duas unidades entregaram s,1
19307,produto material resistente porem marca tamanho g achei pequena larga carrinho colocar garrafinha gua bolsos laterais acredito arraste,1
19308,maravilhoso tudo queria entrega dia seguinte confirma compra loja excelente bom atendimento chegou perfeito estado amei muitissimo obrigada.recomendarei sempre,1
19309,comprei kit carrinho beb conforto m n chegou beb conforto pra ter vindo junto p/q n veio,0
19310,comprei dois tapetes juntos s recebi apenas c digo rastreio pacote s veio unidade produto bom sinto enganada,0
19311,produto recebi igual anunciado j mandei email j fiz reclama site aguardando resposta,0
19312,imagem veio case diferente pedida filha abriu gostou n troquei ... n veio acordo pedido,1
19313,comprei tonner desta loja baseado anuncio foto produto fabricante chinamate recebi outra marca afim comprar marca recebi compr outro vende,0
19314,produto excelente entrega super r pida,1
19315,chegou antes prazo produto tima qualidade linda colcha bordado lindo regi preta perfeita combinou demais cama quarto,1
19316,n recebi produto rebolsado valor produto ...,0
19317,encomenda entregue tempo record recomendo todos intereesse produto comprarem m nimo receio,1
19318,aguardando resolu demanda quanto avaria produto,0
19319,olha gostei coisas loja pena lixeira n esperava bonita ent dei presente irm mudou agora,1
19320,produto chegou timo estado antes prazo super recomendo,1
19321,comprei 16 dias teis entrega levou quase 30 dias tentei entrar contado targaryen n resposta,0
19322,bom dia verdade queria medicamento s laranja amarga j havia tomado,1
19323,n recebi nenhum resp udo targaryen cerca produto apenas stark informou sobre n sei quest cart estorno valor,0
19324,fiquei satisfeita produto apesar frete valor caro entregue antes prazo,1
19325,primeira ltima vez compro loja comprei mesa cavalete dia 02/08/2018 hoje dia 24/08/2018 mesa ainda n entregue n consigo contato loja,0
19326,bom gostei entregue dentro prazo s agradecer,1
19327,n cumpriram prazo entrega avisaram atraso,0
19328,recomendo pois produto adquirido lindo timo acabamento ... masss ... veio unidade vidro quebrado agora poder resolver pequeno problema obrigado ...,1
19329,chegou antes prazo bem r pido super recomendo,1
19330,at agora aguardando entrega mercadoria empresa n cumpriu data,0
19331,loja totalmente comprometida cliente parab ns,1
19332,otimo entregue est tudo ok bom,1
19333,produto ainda n chegou n nenhuma informa respeito total descaso rastreabilidade aparece apenas `` dificuldades entrega '' dar nenhum prazo ...,0
19334,rel gio top vale pena comprar s acabamento produto entrega via correios demorou devido poca fim ano via pac bem lannister deveria ter convenio sedex fica suges,1
19335,n recebi avisos correios etb nenhum telefonema n sabia ficar checando email pois incluso taxa entrega,0
19336,progressiva realmente maravilhosa cheiro ruim deixa cabelo hidratado brilhante,1
19337,transtorno grande rela compra fiz 02 lumin rias meia lua roxa enviado somente 01 40 dias prazo entrega informaram iram devolver credito,0
19338,gostei comprar americanaa recomemdo eficiencia total,1
19339,controle veio errado pedi controle home theater philco 660n veio le- 798. fa trocar,0
19340,site n avisa q produto importado manual instru es todo ingl s. pergunto garantia dada normalmente fabricante,1
19341,pedido atrasou bastante m n culpa fornecedor sim correios pendente chegou perfeito estado lindo amei produto recomendaria loja certeza,1
19342,recebi pedido incompleto embora nota contasse 2 produtos conforme compra pagamento dentro caixa s havia 1 produtos comprados vale salientar embalagem n violada,0
19343,loja realmente cumpriu prometido s danos eletro eletro cobrou produto at hj nada realmente eletro eletro deu golpe,1
19344,namorada adorou recomendo presente todos bonito design estiloso,1
19345,otima cadeira .. problema veio suja,1
19346,parceiras stark est dentro padr stark perfeitas,1
19347,demoraram colocar correios r pido atrasou,1
19348,n produto foto vi mesma coisa s muda embalagem,1
19349,produto n original n tom dixon diz an ncio fio n apropriado pendentes,1
19350,produto veio incompleto faltando al vai pendurar teto ja mandei duas mensagens at momento n redposta,1
19351,recomendo compra cubro m gico targaryen/lannister chegou antes previsto produto timo lindo perfeito manuseio,1
19352,pedido chegou direitinho tempo certo gostei atendimento,1
19353,ainda n recebi produto apesar constar site entregue,0
19354,produto boa qualidade chegou avarias antes prazo entrega,1
19355,recebi outro produto lugar .... nota fiscal veio correta descri m abri embalagem mandaram prato bolo vidro tampa aguardo lannister resolver problema,0
19356,gostei ... j comprei outras pocas sempre recebo antes prazo estipulado,1
19357,produto quase tr s semanas antes prazo amei comprei fortalecedor unhas mavala ecom timo pre,1
19358,j fiz reclama at agora n atenderam paguei dois jogos len ol queen veio nota 2 s embalaram enviaram 1 jogo,0
19359,melhor pre entrega antes prazo lista lojas confi veis grata,1
19360,realizei pedido produto cor preta recebi cor marrom,0
19361,pe aux lio resolver problema n recebi produto at agora 2 meses pedido aguardo retorno,0
19362,produto entregue prazo super recomendo loja,1
19363,produto correto chegou semana anteced ncia .. s n fiquei plenamente satisfeita pq pintura recente n completamente seca soltou alguns lugares,1
19364,produto p ssima qualidade n recomendo h ningu m revoltando produto recebi,0
19365,comprei produto descrito acima original recebi produto reciclado s utilizei urg ncia,0
19366,produto ficou retido correio n ir pegar prazo,1
19367,produto lindo til .. compra f cil pre bom entrega bem antes prazo final j caracter stica maravilhosa lannister .... s elogios .. parab ns,1
19368,loja confi vel satisfeito aquisi o. recomendo,1
19369,nunca compro achei falta respeito comprador,0
19370,s coisa confundiu entregam primeiro nota produto achei encomenda sido entregue errado,1
19371,n recebi produto paguei muita sujeira,0
19372,s fico triste n receber produto casa ter ir retir -lo ag ncia correios,1
19373,acho kit deveria vir estojo colocar canudos escova,1
19374,comprei rel gio todo preto fecho preto m veio fecho prata comprei nome mvtm escrito dentro rel gio veio nome foto fecho preto nome mvtm n veio assim,0
19375,qualidade tima chegou bem antes prazo,1
19376,todas encomendas fiz primeira n recebo,0
19377,desde dia 21 espero entrega produto precisando nao d satisfa loja reprovada,0
19378,nico defeito opini material q reveste interior q deixa roupa cheia fiapinhos roupa preta pensar vai ficar cheio d fiapinhos brancos produto sim bom,1
19379,n sei aconteceu ainda n recebi produto,0
19380,sempre fico satisfeita atendimentatendimento e/ou produtos,1
19381,pr tico pequeno leve testei pouco enquanto gostando,1
19382,demorou produto entregue pensava produto nao ia entregue prazo,1
19383,atraso entrega dever correios n d loja renda deveria firme tecido valeu,1
19384,produto demorou pouco chegar n sei direito funciona log stica entrega agora est tudo bem,1
19385,achando demorado h entrega ficaram entregar at dia 02/02/18 at hoje n chegou,1
19386,lindas assadeiras tima qualidade recomendo todos,1
19387,realizada compra m verificar detalhamento encomenda produto n estoque,0
19388,produto entregue atraso esperado produto qualidade,1
19389,produto entregue incompleto comprei 2 entregue 1,0
19390,bom cumprimento prazo s deveriam avisar produto viria dois envelopes datas diferentes entrar contato email logo informado,1
19391,muita demora atender solicita es demora envio,0
19392,comprei pensando q igual foto chegou totalmente diferente,0
19393,desde solucionem problema recomendaria pq consta produto ainda n chegou,0
19394,produto chegou prazo vou testar ver funciona,1
19395,recebi prazo tudo ok m n constava sobrenome comprador embalagem oque dificultou entrega produto pois funcion rios ag ncia n sabiam tratava encomenda,1
19396,produto extraviado entrega furtado carro correios cancelamento solicitado email site lannister.com n posso avaliar loja recomenda-la devido motivo,0
19397,solicitei devolu m n recebi procedimentos ... produto diferente foto site,1
19398,produto chegou perfeito estado prazo r comendo,1
19399,site legal at agora achei seguran fazer compras neste site produtos s boa qualidade,1
19400,amei compra .. chegou antes prazo.acabamento quadros perfeito parab ns lojas lannister parceiros ..,1
19401,produto n parece pouco foto pra evitar aborrecimento resolvi ficar,1
19402,recebi r pido veio bem embalado qualidade farei novas compras grata melissa,1
19403,cobre leito bonito lavei encolheu pouco,1
19404,bonita cadeira f cil montar satisfez interesse,1
19405,n cumpre prazo entrega n entra contato comprador ... ficar ligando ... esperando ... tempo j elastico ... semana nao receber vou acionar proco,0
19406,comprei cortina presente m veio outro tipo cortina inclusive bem inferior alguns produtos n precisava s n devolvi pq m gostou veio,0
19407,ainda n recebi produto quero espero baratheon tome provid ncia urgente vez site intermedi rio negocia,0
19408,lentes contato s positivas hipermetropia negativas miopia hipermetropia preciso lentes positivas entregues lentes negativas ningu m atende resolver,0
19409,produto entregue demorou precisar produto pe antes ...,1
19410,n vi produto pois viajando surpreendeu quanto prazo,1
19411,bom produto design material acabamento ... lindo,1
19412,correio ainda n fez entrega to furioso,0
19413,porem veio faltando unidade gostaria exclarece-se ocorrido gostaria receber outra unidade,0
19414,timo produto recebi antes prazo previsto,1
19415,entrega r pida produto nenhum dano,1
19416,quanda crian recebeu ficouy felis segundo dia s mbolo bandana descolou faixa produto p ssima qualidade,1
19417,fa saber onde anda pedido pois n consigo ver rastreio desde ja aguardo atualiza fique sabendo data produto sera entregue aguardo urg ncia,1
19418,bom produtos entregs bem antes prazo,1
19419,produto simplesmente n chegou enviei mensagem saber at agora n responderam,0
19420,comprar lannister bom ... virei f,1
19421,fiquei super satisfeito recebi pedido 4 dias bem antes previsto,1
19422,td ok entregas m n acredito resistente s bases rede cordinha finas demais pouca fixa tecido rede,1
19423,al m n entregar produto comprado exatos m s atras n h quaisquer esclarecimentos aten s solicita es contato s avaliei estrela porque pagina obriga clicar,0
19424,melhor atendimento entrega prazo enfim melhor site comprar,1
19425,sempre obtive timos resultados compras efetuadas atrav s desse site,1
19426,otimo produto acabamento qualidade ... entrega rapida antecipada recomendo,1
19427,entregue antes prazo comprei 2 produtos mesma distribuidora cobraram 2 fretes entregaram dias diferentes,1
19428,nao recebi porem nao posso avaliar,1
19429,empresa comprometida clientes agrade tudo at pr ximo pedido,1
19430,recebi produto dentro prazo estabelecido empresa produto top recomendo produto loja,1
19431,paguei produto veio outro tamanho errado valor inferior paguei,0
19432,material resistente m n achei bonita perfil,1
19433,gostei nica ressalva negativa n veio.manual montagem dificultou instala,1
19434,produto funcionou bem ligar notebook monitor partir momento atualizei driver windows,1
19435,produto veio canto plastico danificado/quebrado plug cabo usb porem nao afetou funcionamento,0
19436,3 itens comprei recebi apenas 1item r pida entrega pel cula vidro m n atingiu expectativas pois n cobriu toda tela parece fr gil,0
19437,site confi vel satisfa sempre atender prazo at antes prazo,1
19438,chegou dentro prazo determinado produto esperava bom atendimento,1
19439,timos produtos esto contente tudos j compre ate agora tudo timas qualidade recomendo compro sempre s excelente vendedores timo atendimento,1
19440,produto n chegou c digo rasteador possa verificar status entrega prazo j passou nada,0
19441,apesar foto produto diferente entregue produto chegou,1
19442,amei produto maravilhoso deu charme lindo cama recomendo loja produto bom gosto,1
19443,bem atendida produto chegou dentro prazo previsto recomendo,1
19444,produto p ssima qualidade teflon solta muita facilidade hora cozinhar s extremamente finas simples lavagem lou voc consegue amassar panelas n recomendo,0
19445,produto qualidade 100 entregue antes prazo recomendo todos site baratheon,1
19446,comprei dois paguei dois s recebi,0
19447,amei produto excelente ficou perfeito sala entrega r pida sempre,1
19448,chateada n recebi produto loja confirmou site recebi n sei baseada tentando entrar contato loja est dif cil,0
19449,entrega r pida antes prazo produto excelente qualidade,1
19450,produto tima qualidade entrega realizada prazo recomendo,1
19451,excelente entrega antes prazo timo atendimento,1
19452,comprei caixa simparic 3 comprimidos entregaram caixa apenas 1 comprimido solicitei troca dia 29/08 ainda n nenhum retorno,0
19453,veio capa colch queem hora compra n informado tamanho j falha acho cliente orientado sobre medidas esperando orienta es devolver,1
19454,quero outro produto pois nao voltagem preciso,1
19455,entrega r pida esperado embalado direitinho timo produto super recomendado,1
19456,recebi data esperada porem veio cor rosa nao cor azul comprado,0
19457,marido adorou carteira linda recebi antes prazo,1
19458,sobre tamanho espec fico faltou algumas pe,1
19459,s achei rel gio pouco grande,1
19460,lixo servi nunca vida comprou vcs,0
19461,confesso q comprei certa desconfian m produto sensacional atende efici ncia efic cia,1
19462,produto bom veio base manchada arranhada controle qualidade deve rigoroso,0
19463,veio produto diferente foto modelo diferente,0
19464,infelizmente descri foto n refletem produto produto baixa qualidade poderia nunca descrito quadro,0
19465,recebi produtos primeiro dia til ap s compra r pido deu tudo certo recomendo,1
19466,apesar terem sido entregues separados boa compra entregue antes prazo,1
19467,bom produto entregue prazo certo anunciado recomendo,1
19468,gostei torneira veio oxida lateral .. uns respingos .. pressa n vou pedir troca,1
19469,pegar correios caixa s havia cadeira sendo comprei duas vou processar,0
19470,comprei 3 unidades s entregue 1 unidade problema n vendedor sim empresa efetua entrega aguardando alguma provid ncia parte lannister,0
19471,entregue data s acho taxa entrega poderia conta,0
19472,adquiri produto original recebi gen rico impressora hp n aceita j solicitei devolu dinheiro n obtive resposta,0
19473,fiz teste produto nao sendo reconhecido xbox 360,0
19474,entrega super r pida tudo certinho,1
19475,capinha ficou certinha pel cula menor celular,0
19476,um.produto uso oral esperado especificado claramente material feito firma responsabiliza legalmente produ quimico etc produto responsavel,1
19477,satisfeita entrega rapida bom atendimento recomendo,1
19478,produto entregue corretamente antes prazo lojas lannister est parab ns,1
19479,pedido atendido parcialmente comprei tr s produtos somente itens entregue,0
19480,produto marca liv bom custo beneficio apesar an ncio n conter especifica chegou acordo imagem,1
19481,preciso produto n entregue ainda s est demorando pouco coment rios ainda,0
19482,obrigado produto tudo ordem outro qyue comnprei globo veio defeito,1
19483,produto desproporcional p ssima qualidade n acredito institui nome desses queime t pouco s n entro pedido devolu pra evitar desgastes,0
19484,produto enviado n condiz descri o. nome produto informa eh porta shampoo r dio rel gio logo entende- possui recurso radio relogio n verdade eh adesivo,1
19485,otima loja veio perfeito prazo r pido recomendo todos perfeito tudo,1
19486,enrolado j liguei stark ficaram retornar dois dias at agora nada,0
19487,boa loja facil comprar entrega prazo,1
19488,produto chegou antes data prevista super embalado filho abriu caixa ficou super encantado ...,1
19489,s pensei viria vara cortina tbm ... comprar,1
19490,prazo previsto 12 sias j passaram 30 at agora nasa mercadoria,1
19491,amei gatos n est fazendo xixi onde coloquei pastilhas recomendo,1
19492,produto entregue at antes prazo prefeitas condi es super recomendo,1
19493,recebi produto diferente adquirido n consegui contato loja nenhum meio,0
19494,entrega rapida produto certo m poderiam melhorar embalagem,1
19495,n recebi encomenda prazo assim recomendo site ainda n recebi,1
19496,talvez n mochila grande durabilidade custo ben fico otimo produto,1
19497,boa entrega ... apesar rastreio falho,1
19498,fone n original lg veio faltando componentes s avaliei estrela porque sistema n aceita `` zerar '',0
19499,fiz boa compra entregue antes prazo,1
19500,fiz pedido duas lumimarias s recebi,0
19501,pedido cancelado falta estoque n recebi produto cobran ainda est fatura n estorno quero solu,0
19502,informa es claras prasos dentro esperado,1
19503,enganado voc s stark agora querem pague algo n entregue golpistas aqui faz aqui paga dia voc s v pagar maldade,0
19504,gostei recomendo pra todos quiser comprar confian cumpre promete,1
19505,bolsa linda espa osa show bola adorei,1
19506,entregue prazo tudo certinho nota 10,1
19507,at presente momento n entregue verdade nota fiscal entregue ... cancelei pedido,0
19508,entrega antes prazo veio tudo certinho recomendo est parab ns,1
19509,solicitei informa es acerca entrega produto informado recebeu dentro prazo aven ado contudo hoje 19/12/2017 ainda n recebi,0
19510,dois cartuchos preto n soltam tinta n imprime nada coloquei maneira adequada cartucho n libera tinta preta colorido est tudo ok. coma fa resolver problema agu,0
19511,correios falaram pedido devolvido dia 2 site dia 3. dia 1 feriado ent prazo entrega n atendido,1
19512,bom super indico cereteza vou fazer outros pedidos,1
19513,envie v rios email avisa sobre atraso at agora n recebi resposta espero devolva dinheiro,0
19514,inicialmente data compra produto entregue at 21/12 hoje dia 27/12 n chegou ainda,0
19515,s correio sempre deixou tempo posicao produto lannister chegou direito s faltou pl stico bolha pra proteger melhor produtos,1
19516,vendaram nao at agora nao ressarciram cancelaram pedido.comprei outra loja brinquedo,0
19517,at presente momento sido atendida dentro especifica es produto prazo entrega informado,1
19518,bom comprar loja lannister complica f cil entrega bem antes prazo limite agente fica informado tudo sobre pedido recomendo,1
19519,cor pouco clara q foto ... lindo ....,1
19520,entrega realizada sucesso antes prazo super indico,1
19521,recebi sente 2 unidades produto comprei 3 unidades ..,1
